name,chunk_id,paper_id,context,measurement,value,units
Brown S (2002) Measuring carbon in forests: current status and future challenges Environ. Pollut. 116 363–72,76,0,"Ajtay G K, Ketner P and Duvigneaud P 1979 Terrestrial primary production and phytomass The global carbon cycle ed B Bolin, E T Degens, S Kempe and P Ketner (New York: Wiley) pp 129–82Asner G P 2001 Cloud cover in Landsat observations of the Brazilian Amazon Int. J. Remote Sens. 22 3855–62Asner G P et al 2005 Selective logging in the Brazilian Amazon Science 310 480–2Baccini A, Friedl A M A, Woodcock C E and Warbington R 2004 Forest biomass estimation over regional scales using multisource data Geophys. Res. Lett. 31 L10501Brown S 1997 Estimating biomass and biomass change of tropical forests: a primer FAO Forestry Paper no. 134 RomeBrown S 2002 Measuring carbon in forests: current status and future challenges Environ. Pollut. 116 363–72",carbon_sequestration,363–72,Mt C a^-1
Togo,53,0,<tr><td>Togo</td><td>252</td><td>172</td><td>510</td><td>192</td><td>145</td><td>145–510</td></tr>  <tr><td>Uganda</td><td>536</td><td>434</td><td>1237</td><td>479</td><td>429</td><td>429–1237</td></tr>  <tr><td>Venezuela</td><td>6141</td><td>9202</td><td>7886</td><td>2326</td><td>—</td><td>2326–9202</td></tr>  <tr><td>Vietnam</td><td>774</td><td>1632</td><td>1546</td><td>1169</td><td>1642</td><td>774–1642</td></tr>,carbon_sequestration,145,Mt C a^-1
temperature,19,0,"Biomes likely represent the most important variation of forest carbon stocks because they account for major bioclimatic gradients such as temperature, precipitation and geologic substrate. However, forest carbon stocks vary further within each biome according to slope, elevation, drainage class, soil type and land-use history. An average value cannot adequately represent the variation for an entire forest category or country. Estimates of emissions from deforestation could be biased if the forests that are cleared have carbon stocks that systematically differ from the biome-average values (Houghton et al 2001, Houghton 2005). Further, the compilations of studies used to develop the biome averages generally focused on mature stands and were based on a few plots that may not adequately represent the biome or region. Use of biome averages is further constrained because it is very difficult to assess the uncertainty or accuracy of source data.",carbon_sequestration,None,Mt C a^-1
Means et al (1998),67,0,"LiDAR systems send out pulses of laser light and measure the signal return time to directly estimate the height and vertical structure of forests (Dubayah and Drake 2000, Patenaude et al 2004). The light hits the forest canopy and ground surfaces and is then reflected back to the instrument. Forest carbon stocks are estimated by applying allometric height–carbon relationships (Hese et al 2005), which can introduce some challenges in tropical forests that reach their maximum height relatively quickly but continue to accumulate carbon for many decades. However, large-footprint LiDAR remote sensing far exceeds the capabilities of radar and optical sensors to estimate carbon stocks for all forest types (Means et al 1998, Lefsky et al 1999, Drake et al 2003). Currently, airplane-mounted LiDAR instruments are too costly to be used for more than a small area. A satellite-based LiDAR system could provide global coverage but is not yet an option. However, future satellite missions including LiDAR instruments such as NASA’s DESDynI (planned launch in 2014) and the proposed but not yet funded ‘Carbon 3D’ could greatly improve our capacity to measure carbon stocks from space (Hese et al 2005).6. Linking measurements of carbon stocks and deforestation",carbon_sequestration,None,Mt C a^-1
allometric relationships,12,0,"<td>Relates ground-based measurements of tree diameters or volume to forest carbon stocks using allometric relationships</td>    <td>      <ul>        <li>Generic relationships readily available</li>        <li>Low-tech method widely understood</li>        <li>Can be relatively inexpensive as field-labor is largest cost</li>      </ul>    </td>    <td>      <ul>        <li>Generic relationships not appropriate for all regions</li>        <li>Can be expensive and slow</li>        <li>Challenging to produce globally consistent results</li>      </ul>    </td>    <td>Low</td>  </tr>  <tr>    <td>Optical remote sensors</td>    <td>      <ul>        <li>Uses visible and infrared wavelengths to measure spectral indices and correlate to ground-based forest carbon measurements</li>        <li>Ex: Landsat, MODIS</li>      </ul>    </td>    <td>      <ul>",carbon_sequestration,None,Mt C a^-1
Houghton 1999,17,0,"of analyses. Often, ‘best guesses’ are employed as multiple biome averages are combined or modified (e.g. Houghton 1999, Houghton et al 2001, Fearnside 2000, Watson et al 2000, IPCC 2006).Biome averages are based on two main sources of information: compilations of whole-tree harvest measurement data and analysis of forest inventory data archived by the United Nations Food and Agricultural Organization (FAO) and others.• Compilations of point-based biomass harvest measurement data provide direct estimates of the actual forest volume or biomass at a particular site (e.g. Whittaker and Likens 1973, Olson et al 1983, Reichle 1981, Brown and Lugo 1984). While highly accurate for specific locations, these data were collected to describe only very local conditions and cover a tiny portion of total forest area (Brown 1997). Consequently, these compilations could be highly biased (depending on where the individual point measurements are made), and provide only rough approximations of forest carbon stocks over larger spatial scales.",carbon_sequestration,None,Mt C a^-1
"Foody G M, Boyd D S and Cutler M E J 2003 Predictive relations of tropical forest biomass from Landsat TM data and their transferability between regions Remote Sens. Environ. 85 463–74",82,0,"Foody G M, Boyd D S and Cutler M E J 2003 Predictive relations of tropical forest biomass from Landsat TM data and their transferability between regions Remote Sens. Environ. 85 463–74Foody G M and Cutler M E J 2003 Tree diversity in protected and logged Bornean tropical rain forests and is measurement by satellite remote sensing J. Biogeogr. 30 1053–66Fuller D O 2006 Tropical forest monitoring and remote sensing: a new era of transparency in forest governance? Singap. J. Trop. Geogr. 27 15–29Fuller D O, Jessup T C and Salim A 2004 Forest loss in Kalimantan, Indonesia since the 1997–1998 El Nino event Conser. Biol. 18 249–54Gaston G, Brown S, Lorenzini M and Singh K D 1998 State and change in carbon pools in the forests of tropical Africa Glob. Change Biol. 4 97",carbon_sequestration,None,Mt C a^-1
semi-deciduous dry forests,47,0,"Stratification of systematic and random sampling schemes by broad forest types greatly increases survey efficiency by reducing unnecessary sampling and ensuring that major variation has been captured. It is important to assess how forest carbon stocks vary across a country before designing a stratified sampling scheme (Brown 2002). This information is used to define sampling strata or broad forest categories with similar forest carbon stocks. Information on soil types, drainage class, elevation, topography and land-use history are likely universally important to understanding the spatial distribution of carbon stocks. We recommend developing a ‘stratification matrix’ for each country or region using broad forest types (e.g. evergreen broadleaf, palm forests, semi-deciduous dry forests) and forest conditions such as drainage (e.g. flooded or dry), slope (e.g. steep or flat), level of degradation (e.g. logged, fragmented, pristine) and age (e.g. young fallow, secondary forest, mature) (figure 1).",carbon_sequestration,None,Mt C a^-1
"Achard F, Belward A S, Eva H D, Federici S, Mollicone D and Raes F 2006 Accounting for avoided conversion of intact and non-intact forests: technical options and a proposal for a policytool European Commission Joint Research Center paper www.gem.jrc.it/tem/EU_development_policy/activities/kyoto_support.htm",75,0,"Achard F, Belward A S, Eva H D, Federici S, Mollicone D and Raes F 2006 Accounting for avoided conversion of intact and non-intact forests: technical options and a proposal for a policytool European Commission Joint Research Center paper www.gem.jrc.it/tem/EU_development_policy/activities/kyoto_support.htmAchard F, DeFries R, Eva H, Hansen M, Mayaux P and Stibig H-J 2007 Pan-tropical monitoring of deforestation Environ. Res. Lett. 2 045022Achard F, Eva H D, Mayaux P, Stibig H-J and Belward A 2004 Improved estimates of net carbon emissions from land cover change in the tropics for the 1990s Glob. Biogeochem. Cycles 18 GB2008 doi:10.1029/2003GB002142Achard F, Eva H D, Stibig H-J, Mayaux P, Gallego J, Richards T and Malingreau J-P 2002 Determination of deforestation rates of the world’s human tropical forests Science 297 999–1002",carbon_sequestration,None,Mt C a^-1
tropical countries,58,0,"Many tropical countries have already conducted at least one inventory of all or part of their forest area that could supplement new analyses or serve as a ‘stopgap’ while additional data are collected. However, very few developing countries have comprehensive national inventories, and any existing sub-national inventories must be evaluated before further use (Brown 1997, FAO 2005).Figure 1. Generalized stratification matrix that uses forest type and condition to capture the major variation in forest carbon stocks. Specific matrices should be developed for each country or region. Emissions from forest degradation could be quantified by comparing estimates of carbon storage under different forest conditions.4.3. Mapping forest carbon stocks using existing inventory data",carbon_sequestration,None,Mt C a^-1
airplanes,9,0,"In this paper, we review and summarize a range of approaches that could be adapted to estimate forest carbon stocks across tropical countries at different tiers of detail and accuracy (table 1). Biome averages and new geographically explicit datasets, for instance, provide rough approximations that can be immediately used to estimate a nation’s carbon stocks (Tier 1). Ground-based measurements of tree diameters and height can be combined with predictive relationships to estimate forest carbon stocks (Tiers 2 and 3). Remote-sensing instruments mounted on satellites or airplanes can estimate tree volume and other proxies that can also be converted using statistical relationships with ground-based forest carbon measurements (Tiers 2 and 3). These approaches have varying benefits and limitations.3. Global estimates of forest carbon stocks: the biome-average approach",carbon_sequestration,None,Mt C a^-1
"Fuller D O, Jessup T C and Salim A 2004 Forest loss in Kalimantan, Indonesia since the 1997–1998 El Nino event Conser. Biol. 18 249–54",82,0,"Foody G M, Boyd D S and Cutler M E J 2003 Predictive relations of tropical forest biomass from Landsat TM data and their transferability between regions Remote Sens. Environ. 85 463–74Foody G M and Cutler M E J 2003 Tree diversity in protected and logged Bornean tropical rain forests and is measurement by satellite remote sensing J. Biogeogr. 30 1053–66Fuller D O 2006 Tropical forest monitoring and remote sensing: a new era of transparency in forest governance? Singap. J. Trop. Geogr. 27 15–29Fuller D O, Jessup T C and Salim A 2004 Forest loss in Kalimantan, Indonesia since the 1997–1998 El Nino event Conser. Biol. 18 249–54Gaston G, Brown S, Lorenzini M and Singh K D 1998 State and change in carbon pools in the forests of tropical Africa Glob. Change Biol. 4 97",carbon_sequestration,249,Mt C a^-1
young fallow forests,47,0,"Stratification of systematic and random sampling schemes by broad forest types greatly increases survey efficiency by reducing unnecessary sampling and ensuring that major variation has been captured. It is important to assess how forest carbon stocks vary across a country before designing a stratified sampling scheme (Brown 2002). This information is used to define sampling strata or broad forest categories with similar forest carbon stocks. Information on soil types, drainage class, elevation, topography and land-use history are likely universally important to understanding the spatial distribution of carbon stocks. We recommend developing a ‘stratification matrix’ for each country or region using broad forest types (e.g. evergreen broadleaf, palm forests, semi-deciduous dry forests) and forest conditions such as drainage (e.g. flooded or dry), slope (e.g. steep or flat), level of degradation (e.g. logged, fragmented, pristine) and age (e.g. young fallow, secondary forest, mature) (figure 1).",carbon_sequestration,None,Mt C a^-1
1226 E Mason Street,0,0,"# Monitoring and estimating tropical forest carbon stocks: making REDD a reality**Holly K Gibbs$^{1}$, Sandra Brown$^{2}$, John O Niles$^{3}$ and Jonathan A Foley$^{1}$**$^{1}$ Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin, 1710 University Avenue, Madison, WI 53726, USA$^{2}$ Winrock International, Ecosystem Services Unit, 1621 N Kent Street, Suite 1200, Arlington, VA 22207, USA$^{3}$ Carbon Conservation, 1226 E Mason Street, Santa Barbara, CA 93103, USAReceived 14 August 2007Accepted for publication 1 November 2007Published 5 December 2007Online at stacks.iop.org/ERL/2/045023",carbon_sequestration,None,Mt C a^-1
Generalized allometric relationships,23,0,"Developing allometric relationships is time-consuming and expensive because it requires destructive harvesting of a large number of trees. Tropical forests often contain 300 or more species, but research has shown that species-specific allometric relationships are not needed to generate reliable estimates of forest carbon stocks. Grouping all species together and using generalized allometric relationships, stratified by broad forest types or ecological zones, is highly effective for the tropics because DBH alone explains more than 95% of the variation in aboveground tropical forest carbon stocks, even in highly diverse regions (Brown 2002).",carbon_sequestration,95,Mt C a^-1
Winrock International,0,0,"# Monitoring and estimating tropical forest carbon stocks: making REDD a reality**Holly K Gibbs$^{1}$, Sandra Brown$^{2}$, John O Niles$^{3}$ and Jonathan A Foley$^{1}$**$^{1}$ Center for Sustainability and the Global Environment (SAGE), Nelson Institute for Environmental Studies, University of Wisconsin, 1710 University Avenue, Madison, WI 53726, USA$^{2}$ Winrock International, Ecosystem Services Unit, 1621 N Kent Street, Suite 1200, Arlington, VA 22207, USA$^{3}$ Carbon Conservation, 1226 E Mason Street, Santa Barbara, CA 93103, USAReceived 14 August 2007Accepted for publication 1 November 2007Published 5 December 2007Online at stacks.iop.org/ERL/2/045023",carbon_sequestration,None,Mt C a^-1
PNG,50,0,<tr><td>Panama</td><td>509</td><td>763</td><td>685</td><td>549</td><td>—</td><td>509–763</td></tr>  <tr><td>PNG</td><td>4154</td><td>8037</td><td>7075</td><td>5160</td><td>—</td><td>4154–8037</td></tr>  <tr><td>Paraguay</td><td>2831</td><td>3659</td><td>3063</td><td>1087</td><td>—</td><td>1087–3659</td></tr>  <tr><td>Peru</td><td>7694</td><td>11 521</td><td>13 241</td><td>2782</td><td>—</td><td>2782–13 241</td></tr>,carbon_sequestration,None,Mt C a^-1
land-use history,19,0,"Biomes likely represent the most important variation of forest carbon stocks because they account for major bioclimatic gradients such as temperature, precipitation and geologic substrate. However, forest carbon stocks vary further within each biome according to slope, elevation, drainage class, soil type and land-use history. An average value cannot adequately represent the variation for an entire forest category or country. Estimates of emissions from deforestation could be biased if the forests that are cleared have carbon stocks that systematically differ from the biome-average values (Houghton et al 2001, Houghton 2005). Further, the compilations of studies used to develop the biome averages generally focused on mature stands and were based on a few plots that may not adequately represent the biome or region. Use of biome averages is further constrained because it is very difficult to assess the uncertainty or accuracy of source data.",carbon_sequestration,None,Mt C a^-1
LiDAR systems,67,0,"LiDAR systems send out pulses of laser light and measure the signal return time to directly estimate the height and vertical structure of forests (Dubayah and Drake 2000, Patenaude et al 2004). The light hits the forest canopy and ground surfaces and is then reflected back to the instrument. Forest carbon stocks are estimated by applying allometric height–carbon relationships (Hese et al 2005), which can introduce some challenges in tropical forests that reach their maximum height relatively quickly but continue to accumulate carbon for many decades. However, large-footprint LiDAR remote sensing far exceeds the capabilities of radar and optical sensors to estimate carbon stocks for all forest types (Means et al 1998, Lefsky et al 1999, Drake et al 2003). Currently, airplane-mounted LiDAR instruments are too costly to be used for more than a small area. A satellite-based LiDAR system could provide global coverage but is not yet an option. However, future satellite missions including LiDAR instruments such as NASA’s DESDynI (planned launch in 2014) and the proposed but not yet funded ‘Carbon 3D’ could greatly improve our capacity to measure carbon stocks from space (Hese et al 2005).6. Linking measurements of carbon stocks and deforestation",carbon_sequestration,None,Mt C a^-1
plots,19,0,"Biomes likely represent the most important variation of forest carbon stocks because they account for major bioclimatic gradients such as temperature, precipitation and geologic substrate. However, forest carbon stocks vary further within each biome according to slope, elevation, drainage class, soil type and land-use history. An average value cannot adequately represent the variation for an entire forest category or country. Estimates of emissions from deforestation could be biased if the forests that are cleared have carbon stocks that systematically differ from the biome-average values (Houghton et al 2001, Houghton 2005). Further, the compilations of studies used to develop the biome averages generally focused on mature stands and were based on a few plots that may not adequately represent the biome or region. Use of biome averages is further constrained because it is very difficult to assess the uncertainty or accuracy of source data.",carbon_sequestration,None,Mt C a^-1
Brazil,36,0,<tr><td>Benin</td><td>410</td><td>260</td><td>792</td><td>292</td><td>262</td><td>260–792</td></tr>  <tr><td>Bhutan</td><td>13</td><td>29</td><td>121</td><td>22</td><td>2</td><td>1–121</td></tr>  <tr><td>Bolivia</td><td>6542</td><td>9541</td><td>9189</td><td>2469</td><td>—</td><td>2469–9189</td></tr>  <tr><td>Brazil</td><td>54 697</td><td>81 087</td><td>82 510</td><td>82 699</td><td>—</td><td>54 697–82 699</td></tr>,carbon_sequestration,82 699,Mt C a^-1
forest carbon stocks,12,0,"<td>Relates ground-based measurements of tree diameters or volume to forest carbon stocks using allometric relationships</td>    <td>      <ul>        <li>Generic relationships readily available</li>        <li>Low-tech method widely understood</li>        <li>Can be relatively inexpensive as field-labor is largest cost</li>      </ul>    </td>    <td>      <ul>        <li>Generic relationships not appropriate for all regions</li>        <li>Can be expensive and slow</li>        <li>Challenging to produce globally consistent results</li>      </ul>    </td>    <td>Low</td>  </tr>  <tr>    <td>Optical remote sensors</td>    <td>      <ul>        <li>Uses visible and infrared wavelengths to measure spectral indices and correlate to ground-based forest carbon measurements</li>        <li>Ex: Landsat, MODIS</li>      </ul>    </td>    <td>      <ul>",carbon_sequestration,None,Mt C a^-1
slope,19,0,"Biomes likely represent the most important variation of forest carbon stocks because they account for major bioclimatic gradients such as temperature, precipitation and geologic substrate. However, forest carbon stocks vary further within each biome according to slope, elevation, drainage class, soil type and land-use history. An average value cannot adequately represent the variation for an entire forest category or country. Estimates of emissions from deforestation could be biased if the forests that are cleared have carbon stocks that systematically differ from the biome-average values (Houghton et al 2001, Houghton 2005). Further, the compilations of studies used to develop the biome averages generally focused on mature stands and were based on a few plots that may not adequately represent the biome or region. Use of biome averages is further constrained because it is very difficult to assess the uncertainty or accuracy of source data.",carbon_sequestration,None,Mt C a^-1
Brown 1997,58,0,"Many tropical countries have already conducted at least one inventory of all or part of their forest area that could supplement new analyses or serve as a ‘stopgap’ while additional data are collected. However, very few developing countries have comprehensive national inventories, and any existing sub-national inventories must be evaluated before further use (Brown 1997, FAO 2005).Figure 1. Generalized stratification matrix that uses forest type and condition to capture the major variation in forest carbon stocks. Specific matrices should be developed for each country or region. Emissions from forest degradation could be quantified by comparing estimates of carbon storage under different forest conditions.4.3. Mapping forest carbon stocks using existing inventory data",carbon_sequestration,None,Mt C a^-1
Guin.-Bissau,41,0,<tr><td>Ghana</td><td>880</td><td>612</td><td>2172</td><td>678</td><td>609</td><td>609–2172</td></tr>  <tr><td>Guatemala</td><td>787</td><td>1147</td><td>923</td><td>823</td><td>—</td><td>787–1147</td></tr>  <tr><td>Guinea</td><td>854</td><td>598</td><td>2051</td><td>664</td><td>973</td><td>598–2051</td></tr>  <tr><td>Guin.-Bissau</td><td>204</td><td>145</td><td>381</td><td>161</td><td>78</td><td>78–381</td></tr>,carbon_sequestration,78,Mt C a^-1
forest area,58,0,"Many tropical countries have already conducted at least one inventory of all or part of their forest area that could supplement new analyses or serve as a ‘stopgap’ while additional data are collected. However, very few developing countries have comprehensive national inventories, and any existing sub-national inventories must be evaluated before further use (Brown 1997, FAO 2005).Figure 1. Generalized stratification matrix that uses forest type and condition to capture the major variation in forest carbon stocks. Specific matrices should be developed for each country or region. Emissions from forest degradation could be quantified by comparing estimates of carbon storage under different forest conditions.4.3. Mapping forest carbon stocks using existing inventory data",carbon_sequestration,None,Mt C a^-1
evergreen broadleaf forest type,71,0,"One approach to account for carbon emissions from degradation is to measure forest carbon under different forest conditions as depicted in the stratification matrix (figure 1). To account for various levels of degradation, sampling schemes could measure carbon across broad forest type (e.g. evergreen broadleaf, seasonally flooded) and condition (e.g. young, logged, fragmented) in each forest stratum. Note that this stratification method is needed to accurately estimate emissions from deforestation even if degradation is excluded from the final climate policy framework.",carbon_sequestration,None,Mt C a^-1
Gibbs (2006),34,0,"Before an allometric relationship can be used, ground-based forest inventory data must be collected using standardized sampling schemes appropriate for a country or forest type. Sampling data from targeted locations saves time by creating a means to infer carbon stocks for an entire forest or forest class while measuring only a fraction of it. It is best to use a sampling design developed specifically for each country<table>  <tr>    <th rowspan=""2"">Country</th>    <th colspan=""3"">Based on compilations of harvest data</th>    <th colspan=""2"">Based on forest inventory</th>    <th rowspan=""2"">Total range</th>  </tr>  <tr>    <th>Olson <i>et al</i> (1983)/Gibbs (2006)<sup>b</sup></th>    <th>Houghton (1999)/DeFries <i>et al</i> (2002)</th>    <th>IPCC (2006)<sup>c</sup></th>",carbon_sequestration,None,Mt C a^-1
MODIS,63,0,"The present suite of optical satellite sensors, such as Landsat, AVHRR and MODIS, cannot yet be used to estimate carbon stocks of tropical forests with certainty (Thenkabail et al 2004). Attempts have been made to estimate forest carbon stocks indirectly by developing statistical relationships between ground-based measurements and satellite-observed vegetation indices (e.g. Foody et al 2003, Lu 2005). But this method tends to underestimate carbon stocks in tropical forests where optical satellites are less effective due to dense canopy closure, and has been unsuccessful in generating broad or transferable relationships (Waring et al 1995). Nonetheless, optical remote-sensing systems are operational at the global scale and some satellite systems (Landsat and AVHRR) provide a globally consistent record for the last 30 years.5.2. Very high-resolution aerial imagery",carbon_sequestration,None,Mt C a^-1
Africa,32,0,"e Estimated values were calculated by taking the average forest carbon stock estimate for each biome from Gibbs and Brown (2007a, 2007b) maps for Southeast Asia and Africa that represent actual forest carbon in the year 2000. FAO ecofloristic zones were used to identify biomes. Note that this estimate accounts for anthropogenic disturbances including land use and degradation while the other biome averages presented here represent carbon stocks of undisturbed forests. Gibbs and Brown (2007a, 2007b) are based on methods pioneered by Brown and colleagues using a rule-base GIS analysis to spatially extrapolated forest inventory data archived by the FAO based on climate, soils, topographic, population and land-use information and produce maps of forest carbon stocks in the 1980s (Brown et al 1993, Iverson et al 1994, Brown and Gaston 1995, Gaston et al 1998). Central and South America have not yet been mapped using this method. Belowground carbon stocks included by Brown and colleagues were based on root:shoot ratios calculated from previously published data and stratified by dry, seasonal and moist climate zones. Biomass values converted to carbon stocks using 0.5 carbon fraction.",carbon_sequestration,3,Mt C a^-1
"DeFries et al, 2002",10,0,"Nearly all estimates of emissions from tropical deforestation are based on a handful of biome-average datasets where a single representative value of forest carbon per unit area (e.g. tonnes of C per hectare) is applied to broad forest categories or biomes (e.g. Fearnside 2000, Houghton 1999, Houghton et al 2001, DeFries et al 2002, Achard et al 2002, 2004, Ramankutty et al 2007). The earliest compilations of biome averages were made decades ago and have been subsequently updated and modified by the research community (e.g. Whittaker and Likens 1973, Ajtay et al 1979, Olson et al 1983, Brown and Lugo 1984, 1992). This continuous updating of biome averages makes it difficult to identify original data sources and other key information. Many contemporary estimates of forest carbon stocks are based on multiple versions or iterationsTable 1. Benefits and limitations of available methods to estimate national-level forest carbon stocks.",carbon_sequestration,None,Mt C a^-1
pristine forests,47,0,"Stratification of systematic and random sampling schemes by broad forest types greatly increases survey efficiency by reducing unnecessary sampling and ensuring that major variation has been captured. It is important to assess how forest carbon stocks vary across a country before designing a stratified sampling scheme (Brown 2002). This information is used to define sampling strata or broad forest categories with similar forest carbon stocks. Information on soil types, drainage class, elevation, topography and land-use history are likely universally important to understanding the spatial distribution of carbon stocks. We recommend developing a ‘stratification matrix’ for each country or region using broad forest types (e.g. evergreen broadleaf, palm forests, semi-deciduous dry forests) and forest conditions such as drainage (e.g. flooded or dry), slope (e.g. steep or flat), level of degradation (e.g. logged, fragmented, pristine) and age (e.g. young fallow, secondary forest, mature) (figure 1).",carbon_sequestration,None,Mt C a^-1
Ivory Coast,43,0,<tr><td>Ivory Coast</td><td>1047</td><td>750</td><td>3355</td><td>830</td><td>1238</td><td>750–3355</td></tr>  <tr><td>Kenya</td><td>314</td><td>320</td><td>618</td><td>339</td><td>163</td><td>163–618</td></tr>  <tr><td>Laos</td><td>718</td><td>1523</td><td>1388</td><td>1163</td><td>1870</td><td>718–1870</td></tr>  <tr><td>Liberia</td><td>506</td><td>515</td><td>1302</td><td>543</td><td>707</td><td>506–1302</td></tr>,carbon_sequestration,1047,Mt C a^-1
deforestation,19,0,"Biomes likely represent the most important variation of forest carbon stocks because they account for major bioclimatic gradients such as temperature, precipitation and geologic substrate. However, forest carbon stocks vary further within each biome according to slope, elevation, drainage class, soil type and land-use history. An average value cannot adequately represent the variation for an entire forest category or country. Estimates of emissions from deforestation could be biased if the forests that are cleared have carbon stocks that systematically differ from the biome-average values (Houghton et al 2001, Houghton 2005). Further, the compilations of studies used to develop the biome averages generally focused on mature stands and were based on a few plots that may not adequately represent the biome or region. Use of biome averages is further constrained because it is very difficult to assess the uncertainty or accuracy of source data.",carbon_sequestration,None,Mt C a^-1
developing countries,1,0,"**Abstract**Reducing carbon emissions from deforestation and degradation in developing countries is of central importance in efforts to combat climate change. Key scientific challenges must be addressed to prevent any policy roadblocks. Foremost among the challenges is quantifying nations’ carbon emissions from deforestation and forest degradation, which requires information on forest clearing and carbon storage. Here we review a range of methods available to estimate national-level forest carbon stocks in developing countries. While there are no practical methods to directly measure all forest carbon stocks across a country, both ground-based and remote-sensing measurements of forest attributes can be converted into estimates of national carbon stocks using allometric relationships. Here we synthesize, map and update prominent forest biomass carbon databases to create the first complete set of national-level forest carbon stock estimates. These forest carbon estimates expand on the default values recommended by the Intergovernmental Panel on Climate Change’s National Greenhouse Gas Inventory Guidelines and provide a range of globally consistent estimates.**Keywords:** deforestation, tropical forests, forest biomass, carbon stocks, emissions, forest inventory, UNFCCC, REDD, LULUCF, avoided deforestation**1. Introduction**",carbon_sequestration,None,Mt C a^-1
"Whittaker and Likens, 1973",10,0,"Nearly all estimates of emissions from tropical deforestation are based on a handful of biome-average datasets where a single representative value of forest carbon per unit area (e.g. tonnes of C per hectare) is applied to broad forest categories or biomes (e.g. Fearnside 2000, Houghton 1999, Houghton et al 2001, DeFries et al 2002, Achard et al 2002, 2004, Ramankutty et al 2007). The earliest compilations of biome averages were made decades ago and have been subsequently updated and modified by the research community (e.g. Whittaker and Likens 1973, Ajtay et al 1979, Olson et al 1983, Brown and Lugo 1984, 1992). This continuous updating of biome averages makes it difficult to identify original data sources and other key information. Many contemporary estimates of forest carbon stocks are based on multiple versions or iterationsTable 1. Benefits and limitations of available methods to estimate national-level forest carbon stocks.",carbon_sequestration,None,Mt C a^-1
temperate forests,62,0,"Remote-sensing methodologies have been more successful at measuring carbon stocks in boreal and temperate forests and in young stands with lower forest carbon densities (Rosenqvist et al 2003b). Tropical forests are among the most carbon-rich and structurally complex ecosystems in the world and signals from remote-sensing instruments tend to saturate quickly. This has inhibited reliable forest carbon stock estimates in these ecosystems. Remote-sensing systems relying on optical data (visible and infrared light) are further limited in the tropics by cloud cover, but newer technologies, such as radar systems, can penetrate clouds and provide data day and night (Asner 2001).Attempts to use remote-sensing data to estimate carbon stocks have evolved along four major fronts:5.1. Optical remote sensing data",carbon_sequestration,None,Mt C a^-1
carbon stock estimates,69,0,"A major advantage of the forest strata approach is that carbon stock estimates could be applied to estimate emissions in the past, present and future, which is important for reference scenarios. Forest conditions will change over time, but the carbon estimates can still be applied as long as the forest classification reflects these changing conditions. A limitation of this approach is that forest carbon stocks for a particular area may be overestimated or underestimated if the forests in question differ from the average forest strata values (Houghton et al 2001, Houghton 2005).7. Accounting for forest degradation and condition",carbon_sequestration,None,Mt C a^-1
"Gibbs H K and Brown S 2007b Geographical distribution of biomass carbon in tropical southeast Asian forests: an updated database for 2000. Available at http://cdiac.ornl.gov/epubs/ndp/ndp068/ndp068b.html from the Carbon Dioxide Information Center, Oak Ridge National Laboratory, Oak Ridge, TN",83,0,"Gibbs H K 2006 Olson’s major world ecosystem complexes ranked by carbon in live vegetation: an updated database using the GLC2000 land cover product NDP-017b available at http://cdiac.ornl.gov/epubs/ndp/ndp017/ndp017b.html from the Carbon Dioxide Information Center, Oak Ridge National Laboratory, Oak Ridge, TNGibbs H K and Brown S 2007a Geographical distribution of woody biomass carbon stocks in tropical Africa: an updated database for 2000. Available at http://cdiac.ornl.gov/epubs/ndp/ndp0555/ndp05b.html from the Carbon Dioxide Information Center, Oak Ridge National Laboratory, Oak Ridge, TNGibbs H K and Brown S 2007b Geographical distribution of biomass carbon in tropical southeast Asian forests: an updated database for 2000. Available at http://cdiac.ornl.gov/epubs/ndp/ndp068/ndp068b.html from the Carbon Dioxide Information Center, Oak Ridge National Laboratory, Oak Ridge, TN",carbon_sequestration,0,Mt C a^-1
"Chave J, Condit R, Aguilar S, Hernandez A, Lao S and Perez R 2004 Error propagation and scaling for tropical forest biomass estimates Phil. Trans. R. Soc. B 359 409–20",79,0,"Cairns M A, Brown S, Helmer E H and Baumgardner G A 1997 Root biomass allocation in the world’s upland forests Oecologia 111 1–11Chambers J Q, Higuchi N, Tribuzy E S and Trumbore S E 2001 Carbon sink for a century Nature 410 429Chave J, Condit R, Aguilar S, Hernandez A, Lao S and Perez R 2004 Error propagation and scaling for tropical forest biomass estimates Phil. Trans. R. Soc. B 359 409–20Chave J et al 2005 Tree allometry and improved estimation of carbon stocks and balance in tropical forests Oecologia 145 87–9DeFries R, Achard F, Brown S, Herold M, Murdiyarso D, Schmalmadinger B and deSouza C 2007 Earth observations for estimating greenhouse gas emissions from deforestation in developing countries Environ. Sci. Policy 10 385–94",carbon_sequestration,87,Mt C a^-1
forest strata values,69,0,"A major advantage of the forest strata approach is that carbon stock estimates could be applied to estimate emissions in the past, present and future, which is important for reference scenarios. Forest conditions will change over time, but the carbon estimates can still be applied as long as the forest classification reflects these changing conditions. A limitation of this approach is that forest carbon stocks for a particular area may be overestimated or underestimated if the forests in question differ from the average forest strata values (Houghton et al 2001, Houghton 2005).7. Accounting for forest degradation and condition",carbon_sequestration,None,Mt C a^-1
