title,author,year,chunk_id,context,name,date,location,ecosystem,measurement,value,context_score,parametric_score,units,validation_status
content of selected macro- and microelements in surface water of in-field ponds and in groundwater from adjacent agricultural areas,brysiewicz,2018,590,"Surface  waters  in  the  two  in-field  ponds  had  nearly  neutral  reaction (Table 1), which is typical of small water ponds located on agricultural areas ( GałczyńsKa et  al.  2011).  Water  reaction  values  in  2014-2015  for  surface waters were 7.01 (SW2) and 7.37 (SW1) - Table 1. The analyses of ground -water  samples  (GW1)  showed  slightly  higher  values  of  pH  (7.11)  than  in surface  waters  (SW1),  but  they  still  corresponded  to  neutral  reaction. The lowest pH values were observed in groundwater (GW2) - 6.38 (Table 1).



The table presents mean values and standard deviations (SD). Mean values marked with iden -tical superscripts are not significantly different at p < 0.01, the Duncan`s multiple range test.



The  analyses  of  the  groundwater  sampled  in  Stare  Czarnowo  a  few  years before (2011-2012) showed slightly lower pH values, which were 6.78 on av -erage  ( BrysieWicz et  al.  2013).  No  statistically  significant  differences  were observed  between  the  groundwater  and  surface  water  samples  ( p > 0.01). According  to  the  Polish  regulations  on  the  quality  of  surface  water  and groundwater, the results obtained in the studied ponds and piezometric wells with regard to pH suggest good water quality ( Regulation of the Minister of the Environment 2015 and 2016 ). In 2010-2012, the surface water's pH (P1) was also neutral, 7.24 on average ( BrysieWicz et al. 2013).",GW2,,,pond,ph,6.38,96.32443237304688,3.647554874420166,,valid
content of selected macro- and microelements in surface water of in-field ponds and in groundwater from adjacent agricultural areas,brysiewicz,2018,590,"Surface  waters  in  the  two  in-field  ponds  had  nearly  neutral  reaction (Table 1), which is typical of small water ponds located on agricultural areas ( GałczyńsKa et  al.  2011).  Water  reaction  values  in  2014-2015  for  surface waters were 7.01 (SW2) and 7.37 (SW1) - Table 1. The analyses of ground -water  samples  (GW1)  showed  slightly  higher  values  of  pH  (7.11)  than  in surface  waters  (SW1),  but  they  still  corresponded  to  neutral  reaction. The lowest pH values were observed in groundwater (GW2) - 6.38 (Table 1).



The table presents mean values and standard deviations (SD). Mean values marked with iden -tical superscripts are not significantly different at p < 0.01, the Duncan`s multiple range test.



The  analyses  of  the  groundwater  sampled  in  Stare  Czarnowo  a  few  years before (2011-2012) showed slightly lower pH values, which were 6.78 on av -erage  ( BrysieWicz et  al.  2013).  No  statistically  significant  differences  were observed  between  the  groundwater  and  surface  water  samples  ( p > 0.01). According  to  the  Polish  regulations  on  the  quality  of  surface  water  and groundwater, the results obtained in the studied ponds and piezometric wells with regard to pH suggest good water quality ( Regulation of the Minister of the Environment 2015 and 2016 ). In 2010-2012, the surface water's pH (P1) was also neutral, 7.24 on average ( BrysieWicz et al. 2013).",P1,2010-2012,,pond,ph,7.24,100.16072082519533,3.660135984420776,,valid
contribution of donana wetlands to carbon sequestration,morris et al,2013,613,"## Sampling design


Samples were collected from 11 water bodies ( n =6 to 12 per water body), selected to represent the diversity of aquatic systems within the region (Fig. 1), as part of an on going monitoring program between 2009 and 2011. Permission for field sampling was given by the director (Juan Carlos Rubio Garcia) of the Don ˜ana Natural Area. Field studies did not involve endangered or protected species. Sites from Veta la Palma (M1:M4) are outside of



the National Park boundaries and close to the Guadalquivir estuary. M1 (Cuquero Grande) and M2 (Cuquero Chico) are unmanaged temporal ponds, whereas M3 (Gaveta 4) and M4 (Gaveta 1) are used for aquaculture, with water pumped in from the estuary, and hence influenced by saline waters. In 2010-2011 water levels were maintained all season in M3, but not M4. M7 is situated at the entrance of La Rocina stream into the wetlands. M8 (Laguna Dulce) is one of the larger semi-permanent oligohaline ponds situated within a large sand dune system (the Dune ponds region). M5 (La Fao) and M6 (Marisma Galega) are semipermanent ponds connected to the marshes and the other sites (M9:M11) are situated in temporal marshes, and thus only



sampled when sufficient water was present (a minimum water depth of 0.1 m). Sampling was carried out on foot from the edge of the water body with the exact position (recorded using GPS) changing slightly depending on the distribution of water (i.e., the water level).



On each sampling occasion (approximately every 30 d) in situ water conductivity, temperature and pH were measured and water samples were collected for laboratory analysis of suspended particulate matter (SPM), chlorophyll ( Chl a ), nutrients, dissolved organic matter, oxygen, pH and total alkalinity ( AT ). Sampling occurred during daylight hours and took 2 days, with the processing of water samples carried out in a field laboratory each evening.",temporal marshes,2009-2011,M9:M11,wetland,ph,6.0 8.0,196.94956970214844,8.38899040222168,,hallucination
bacterial processes and biogeochemical changes in the water body of kettle holes - mainly driven by autochthonous organic matter?,attermeyer; katrin; grossart; hans-peter; flury; sabine; premke; katrin,2017,158,"## Physico-chemical analysis


Water temperatures were lowest in February (4.1-5.8 °C), highest in June (14.1-18.8 °C) and intermediate in October



(5.4-7.8). Oxygen   (O 2 ) concentrations were lowest in early summer when some kettle holes showed suboxic to anoxic conditions  (see  Supp.  1),  but  pH  exhibited  no  clear  trend with higher or lower values throughout the sampling period (7.9  ±  1; mean  ±  standard deviation).



POM was highest, but also most variable in June ranging from 3.0 to 58.6 mg L -1 . DOC concentrations covered a huge range from 9.7 up to 42.3 mg L -1 (Fig. 1c) and varied extensively between different kettle holes and sampling dates.  From  February  to  June,  DOC  increased  in  almost all kettle holes, on average by 76%. This trend changed in October when DOC dropped back to values more similar to  February (Fig. 1c). TDN increased during the growing season from February to October and ranged between 0.7 and 7.5 mg   L -1 across all sampling dates and kettle holes (Fig. 1d). The trend differed for TDP which showed generally  higher  values  in  June  as  compared  to  October  (range from 18 to 1674 µg L -1 over all sampling dates and kettle holes; Fig. 1e). The highest variations of TDP in all kettle holes occurred in June when the highest value was measured. All measured nutrients (DOC, TDN, and TDP) were significantly  different  between  the  three  sampling  dates (Table 4) indicating a generally high temporal variability in kettle hole nutrient dynamics.



The  DOC  quality  parameters  were  significantly  different  at  the  three  sampling  dates.  SUVA254,  the  proxy",kettle holes,February,,wetland,tn,4.1-5.8,182.0405731201172,7.391938209533691,mg/L,mis-interpretation
bacterial processes and biogeochemical changes in the water body of kettle holes - mainly driven by autochthonous organic matter?,attermeyer; katrin; grossart; hans-peter; flury; sabine; premke; katrin,2017,168,"## Effects of temporal differences in water chemistry on microbial activities


Almost  all  dissolved  water  parameters    (O 2 ,  pH,  DOC, %LMWS,  HMWS:LMWS,  TDN,  TDP,  and  absorbance indices) significantly differed between the sampling dates in February, June and October (Table 4), whereby DOC varied  most  with  an  increase  of  76%  from  February  to June. A high intra-annual variability in nutrients in small aquatic  systems  is  characteristic  for  numerous  kettle holes  in  north-eastern  Germany  (Lischeid  and  Kalettka",kettle holes,,north-eastern Germany,wetland,tn,76%,52.49805450439453,2.7765135765075684,ppm,mis-interpretation
carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,einola et al,2011,353,"## Table 2. Chemical Characteristics of Water in the Study Lakes in 1990 -2009 a

|                | Total Organic Carbon (mg C L$^{-1}$) | Dissolved Inorganic Carbon (mg C L$^{-1}$) | pH | Alkalinity (mmol L$^{-1}$) | Total N (mg m$^{-3}$) | Total P (mg m$^{-3}$) | Chl-$\alpha$ (mg m$^{-3}$) | Fe (g m$^{-3}$) |
|----------------|--------------------------------------|--------------------------------------------|----|---------------------------|----------------------|----------------------|-------------------------|------------------|
| Valkea-Kotinen (1) | 12.0 ± 1.8                           | 1.1 ± 0.7                                  | 5.4 ± 0.2 | 0.013 ± 0.013            | 499 ± 88             | 17.7 ± 5.8            | 15.1 ± 10.7         | 0.27 ± 0.08      |
| Alinen Rautjärvi (2) | 10.4 ± 1.5                           | 3.2 ± 1.6                                  | 6.5 ± 0.3 | 0.12 ± 0.03              | 482 ± 75             | 20.9 ± 6.4            | 16.4 ± 15.0         | 0.65 ± 0.19      |
| Ekojärvi (3)       | 14.0 ± 2.2                           | 2.0 ± 0.3                                  | 6.7 ± 0.3 | 0.15 ± 0.03              | 637 ± 146            | 18.3 ± 4.4            | 17.1 ± 14.4         | 1.1 ± 0.1        |
| Kuohijärvi (4)     | 5.5 ± 0.4                            | 2.3 ± 0.05                                 | 7.1 ± 0.1 | 0.18 ± 0.01              | 402 ± 42             | 7.2 ± 1.7             | 3.1 ± 0.5          | 0.06 ± 0.02      |
| Kukkia (5)         | 5.1 ± 0.3                            | 2.7 ± 0.2                                  | 7.1 ± 0.2 | 0.20 ± 0.02              | 339 ± 49             | 9.6 ± 2.4             | 3.8 ± 1.2          | 0.05 ± 0.02      |",Valkea-Kotinen,1990-2009,,lake,tn,499 ± 88,125.85040283203124,4.643157958984375,mg/L,valid
carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,einola et al,2011,353,"## Table 2. Chemical Characteristics of Water in the Study Lakes in 1990 -2009 a

|                | Total Organic Carbon (mg C L$^{-1}$) | Dissolved Inorganic Carbon (mg C L$^{-1}$) | pH | Alkalinity (mmol L$^{-1}$) | Total N (mg m$^{-3}$) | Total P (mg m$^{-3}$) | Chl-$\alpha$ (mg m$^{-3}$) | Fe (g m$^{-3}$) |
|----------------|--------------------------------------|--------------------------------------------|----|---------------------------|----------------------|----------------------|-------------------------|------------------|
| Valkea-Kotinen (1) | 12.0 ± 1.8                           | 1.1 ± 0.7                                  | 5.4 ± 0.2 | 0.013 ± 0.013            | 499 ± 88             | 17.7 ± 5.8            | 15.1 ± 10.7         | 0.27 ± 0.08      |
| Alinen Rautjärvi (2) | 10.4 ± 1.5                           | 3.2 ± 1.6                                  | 6.5 ± 0.3 | 0.12 ± 0.03              | 482 ± 75             | 20.9 ± 6.4            | 16.4 ± 15.0         | 0.65 ± 0.19      |
| Ekojärvi (3)       | 14.0 ± 2.2                           | 2.0 ± 0.3                                  | 6.7 ± 0.3 | 0.15 ± 0.03              | 637 ± 146            | 18.3 ± 4.4            | 17.1 ± 14.4         | 1.1 ± 0.1        |
| Kuohijärvi (4)     | 5.5 ± 0.4                            | 2.3 ± 0.05                                 | 7.1 ± 0.1 | 0.18 ± 0.01              | 402 ± 42             | 7.2 ± 1.7             | 3.1 ± 0.5          | 0.06 ± 0.02      |
| Kukkia (5)         | 5.1 ± 0.3                            | 2.7 ± 0.2                                  | 7.1 ± 0.2 | 0.20 ± 0.02              | 339 ± 49             | 9.6 ± 2.4             | 3.8 ± 1.2          | 0.05 ± 0.02      |",Alinen Rautjärvi,1990-2009,,lake,tn,482 ± 75,120.54814910888672,4.598806858062744,mg/L,valid
carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,einola et al,2011,353,"## Table 2. Chemical Characteristics of Water in the Study Lakes in 1990 -2009 a

|                | Total Organic Carbon (mg C L$^{-1}$) | Dissolved Inorganic Carbon (mg C L$^{-1}$) | pH | Alkalinity (mmol L$^{-1}$) | Total N (mg m$^{-3}$) | Total P (mg m$^{-3}$) | Chl-$\alpha$ (mg m$^{-3}$) | Fe (g m$^{-3}$) |
|----------------|--------------------------------------|--------------------------------------------|----|---------------------------|----------------------|----------------------|-------------------------|------------------|
| Valkea-Kotinen (1) | 12.0 ± 1.8                           | 1.1 ± 0.7                                  | 5.4 ± 0.2 | 0.013 ± 0.013            | 499 ± 88             | 17.7 ± 5.8            | 15.1 ± 10.7         | 0.27 ± 0.08      |
| Alinen Rautjärvi (2) | 10.4 ± 1.5                           | 3.2 ± 1.6                                  | 6.5 ± 0.3 | 0.12 ± 0.03              | 482 ± 75             | 20.9 ± 6.4            | 16.4 ± 15.0         | 0.65 ± 0.19      |
| Ekojärvi (3)       | 14.0 ± 2.2                           | 2.0 ± 0.3                                  | 6.7 ± 0.3 | 0.15 ± 0.03              | 637 ± 146            | 18.3 ± 4.4            | 17.1 ± 14.4         | 1.1 ± 0.1        |
| Kuohijärvi (4)     | 5.5 ± 0.4                            | 2.3 ± 0.05                                 | 7.1 ± 0.1 | 0.18 ± 0.01              | 402 ± 42             | 7.2 ± 1.7             | 3.1 ± 0.5          | 0.06 ± 0.02      |
| Kukkia (5)         | 5.1 ± 0.3                            | 2.7 ± 0.2                                  | 7.1 ± 0.2 | 0.20 ± 0.02              | 339 ± 49             | 9.6 ± 2.4             | 3.8 ± 1.2          | 0.05 ± 0.02      |",Ekojärvi,1990-2009,,lake,tn,637 ± 146,124.44945526123048,4.593300342559815,mg/L,valid
carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,einola et al,2011,353,"## Table 2. Chemical Characteristics of Water in the Study Lakes in 1990 -2009 a

|                | Total Organic Carbon (mg C L$^{-1}$) | Dissolved Inorganic Carbon (mg C L$^{-1}$) | pH | Alkalinity (mmol L$^{-1}$) | Total N (mg m$^{-3}$) | Total P (mg m$^{-3}$) | Chl-$\alpha$ (mg m$^{-3}$) | Fe (g m$^{-3}$) |
|----------------|--------------------------------------|--------------------------------------------|----|---------------------------|----------------------|----------------------|-------------------------|------------------|
| Valkea-Kotinen (1) | 12.0 ± 1.8                           | 1.1 ± 0.7                                  | 5.4 ± 0.2 | 0.013 ± 0.013            | 499 ± 88             | 17.7 ± 5.8            | 15.1 ± 10.7         | 0.27 ± 0.08      |
| Alinen Rautjärvi (2) | 10.4 ± 1.5                           | 3.2 ± 1.6                                  | 6.5 ± 0.3 | 0.12 ± 0.03              | 482 ± 75             | 20.9 ± 6.4            | 16.4 ± 15.0         | 0.65 ± 0.19      |
| Ekojärvi (3)       | 14.0 ± 2.2                           | 2.0 ± 0.3                                  | 6.7 ± 0.3 | 0.15 ± 0.03              | 637 ± 146            | 18.3 ± 4.4            | 17.1 ± 14.4         | 1.1 ± 0.1        |
| Kuohijärvi (4)     | 5.5 ± 0.4                            | 2.3 ± 0.05                                 | 7.1 ± 0.1 | 0.18 ± 0.01              | 402 ± 42             | 7.2 ± 1.7             | 3.1 ± 0.5          | 0.06 ± 0.02      |
| Kukkia (5)         | 5.1 ± 0.3                            | 2.7 ± 0.2                                  | 7.1 ± 0.2 | 0.20 ± 0.02              | 339 ± 49             | 9.6 ± 2.4             | 3.8 ± 1.2          | 0.05 ± 0.02      |",Kuohijärvi,1990-2009,,lake,tn,402 ± 42,125.78894805908205,4.610227108001709,mg/L,valid
carbon pools and fluxes in a chain of five boreal lakes: a dry and wet year comparison,einola et al,2011,353,"## Table 2. Chemical Characteristics of Water in the Study Lakes in 1990 -2009 a

|                | Total Organic Carbon (mg C L$^{-1}$) | Dissolved Inorganic Carbon (mg C L$^{-1}$) | pH | Alkalinity (mmol L$^{-1}$) | Total N (mg m$^{-3}$) | Total P (mg m$^{-3}$) | Chl-$\alpha$ (mg m$^{-3}$) | Fe (g m$^{-3}$) |
|----------------|--------------------------------------|--------------------------------------------|----|---------------------------|----------------------|----------------------|-------------------------|------------------|
| Valkea-Kotinen (1) | 12.0 ± 1.8                           | 1.1 ± 0.7                                  | 5.4 ± 0.2 | 0.013 ± 0.013            | 499 ± 88             | 17.7 ± 5.8            | 15.1 ± 10.7         | 0.27 ± 0.08      |
| Alinen Rautjärvi (2) | 10.4 ± 1.5                           | 3.2 ± 1.6                                  | 6.5 ± 0.3 | 0.12 ± 0.03              | 482 ± 75             | 20.9 ± 6.4            | 16.4 ± 15.0         | 0.65 ± 0.19      |
| Ekojärvi (3)       | 14.0 ± 2.2                           | 2.0 ± 0.3                                  | 6.7 ± 0.3 | 0.15 ± 0.03              | 637 ± 146            | 18.3 ± 4.4            | 17.1 ± 14.4         | 1.1 ± 0.1        |
| Kuohijärvi (4)     | 5.5 ± 0.4                            | 2.3 ± 0.05                                 | 7.1 ± 0.1 | 0.18 ± 0.01              | 402 ± 42             | 7.2 ± 1.7             | 3.1 ± 0.5          | 0.06 ± 0.02      |
| Kukkia (5)         | 5.1 ± 0.3                            | 2.7 ± 0.2                                  | 7.1 ± 0.2 | 0.20 ± 0.02              | 339 ± 49             | 9.6 ± 2.4             | 3.8 ± 1.2          | 0.05 ± 0.02      |",Kukkia,1990-2009,,lake,tn,339,49.229827880859375,1.8865554332733157,mg/L,valid
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,461,"## 3.2.2. Changes in nutrient concentration


In the restored pond, the average TN concentrations before and after restoration were comparable (slightly < 2 mg L -1 ), and the differences were not statistically significant (Table 4). In the unrestored B11 pond, a systematic increase in the TN concentration has been observed every year since 2011. The concentration increased from 1.48 mg L -1 in 2011 to 4.86 mg L -1 in 2016.



The ammonium concentration in the B17 pond significantly (p < 0.001) decreased after restoration, when the average concentration declined to 50% of the values recorded from 2010 to 2012 (0.56 mg L -1 ). In the B11 pond, ammonium values significantly (p < 0.001) increased and were finally more than 20 times higher in 2016 (2.89 mg L -1 ) than in 2011 and 2012 (Table 4). Mean nitrate values were similar in the preand post-restoration periods (0.21 mg L -1 ) in the B17 pond. In the B11 pond, the nitrate concentrations recorded from 2014 to 2016 doubled in relation to the previous values but remained low (below 0.1 mg L -1 ), and the difference had no statistical significance. In 2014-2016 nitrite concentrations were slightly lower in the B17 pond and slightly higher in the B11 pond then in previously years and amounted to 0.024 mg L -1 and 0.028 mg L -1 , respectively. However, these changes were statistically not significant.",B11 pond,2011,,pond,tn,1.48,101.80778503417967,3.735008716583252,mg/L,valid
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,467,"## 3.3.3. Vegetation harvesting from the shoreline zones and floating island


In 2015, we identified 3714 plants in the three vegetated shorelines planted at LA and B17 in 2013, and at MA in 2014. The autumn harvesting of vegetation from the shoreline vegetation zones removed over 2.5 kg of nitrogen and almost 0.5 kg of phosphorous (Table 1). Approximately 1000 plants were planted on the floating island, an area of 100 m 2 , which was constructed in LA in 2013. In all, 0.38 kg of N and 0.06 kg of P was estimated to have been removed from the floating island. The cost of construction and maintenance of the shoreline vegetation was €11250 from a 10-year perspective and is estimating to €15250 from a 20-year perspective (Table 1).




 
## 3.3.4. Hydrodictyon reticulatum removal


In 2014, H. reticulatum was removed from 450 m 2 and 1530 m 2 areas in LA and MA, respectively. The removal of H. reticulatum from LA and MA eliminated 18.5 g and 1.18 g of nitrogen and phosphorous, respectively, for each kilogram of dry biomass of these green algae (Table 5). In total, by removing 59.4 m 3 of algae, 11.6 kg of nitrogen and 0.74 kg of phosphorous were extracted from the reservoirs (Table 1). The cost of the one-time removal of H. reticulatum was €764.




 
## 4. Discussion",MA,2014,,lake,tn,None0,66.81439208984375,2.8584792613983154,mg/L,hallucination
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,477,"## 4.3.2. Removal of nutrients with vegetation


Planting and subsequent harvesting of vegetation is often used for water quality protection (Verhofstad et al., 2017). In our work, the efficiency and costs differed for different vegetation types (Iamchaturapatr et al., 2007, Kumwimba et al., 2017).



The construction of a 100 m 2 floating island was a very expensive investment and, in our study, the cost was very high compared to the efficiency. Nevertheless, several studies show that in locations where other measures are impossible to install, a floating island seems to be a well-functioning tool. Lynch et al. (2015) showed reductions of 40% of the initial nitrogen and 48% of the initial phosphorus concentrations in a mesocosm experiment. McAndrew et al. (2016) showed that a 50 m 2 floating island, constructed in the stormwater Mason Pond (area of 7100 m 2 ) in Virginia, effectively removed 191 g of nitrogen from the pond. In an experiment in North Carolina on two retention ponds (areas of 0.36 ha and 0.05 ha), Winston et al. (2013) constructed 12 and 4 floating islands, respectively, with an area of 23 m 2 each, which reduced TN and TP concentrations by 36-59% and 36-57%, respectively.



The cost of construction and maintenance of shoreline vegetation was comparatively low from a 10-year perspective and only increased insignificantly over the next 10 years. However, considering the amount of N and P removed, the harvesting of the shoreline vegetation zone was not a very efficient measure. Still, we assume that the cost efficiency of the shoreline vegetation will improve over time with increasing biomass, yield and, consequently, N and P assimilation (Gachango et al., 2015, Kumwimba et al., 2017). The shoreline vegetation also had other ecological functions, such as providing habitat for zooplankton and reservoir fauna (Chesnes et al., 2011, Herrmann, 2012).",Mason Pond,,Virginia,pond,tn,191,35.79558563232422,1.9328951835632324,mg/L,mis-interpretation
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,484,"## Table 5 Effectiveness of nutrient reduction by sediment removal from the reservoirs, in comparison to the other restoration actions.

| Parameter                                                                 | TN   | TP   | Pb   | Cd   | Cu   | Cr   | Ni   | Zn   | Fe     | Mn    |
|--------------------------------------------------------------------------|------|------|------|------|------|------|------|------|--------|-------|
| Bottom sediment in LA                                                   | 2500 | 24,0 | 11,3 | 0,2  | 8,5  | 4,6  | 5,6  | 36,5 | 5131   | 70,2  |
| Bottom sediment in MA                                                   | 1100 | 29,5 | 19,4 | 0,2  | 15,9 | 8,2  | 9,4  | 73,6 | 6741   | 62,7  |
| Bottom sediment in UA                                                   | 1000 | 19,2 | 7,4  | 0,2  | 4,4  | 4,0  | 4,3  | 21,2 | 3504   | 49,2  |
| Underground separators in hybrid systems                                | 7233 | 435  | 93,4 | 0,89 | 107  | 37,8 | 32,8 | 805  | 19,901 | 321   |
| Sedimentation zones in hybrid systems                                   | 7200 | 520  | 79,5 | 1,52 | 105,8| 35,2 | 32,4 | 454  | 23,375 | 341   |
| Sedimentation zones in SSBS                                             | 1200 | 27,7 | 17,4 | 0,2  | 10,8 | 4,3  | 5,6  | 50,5 | 3245   | 74,6  |
| Vegetation in SSBS, hybrid systems and shoreline zones                  | 9218 | 1553 | n.a. | n.a. | n.a. | n.a. | n.a. | n.a. | n.a.   | n.a.  |
| *Hydrodictyon reticulatum*                                              | 18,517 | 1183 | n.a. | n.a. | n.a. | n.a. | n.a. | n.a. | n.a.   | n.a.  |",LA,,,lake,tn,2500,65.25896453857422,2.7791013717651367,mg/L,mis-interpretation
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,484,"## Table 5 Effectiveness of nutrient reduction by sediment removal from the reservoirs, in comparison to the other restoration actions.

| Parameter                                                                 | TN   | TP   | Pb   | Cd   | Cu   | Cr   | Ni   | Zn   | Fe     | Mn    |
|--------------------------------------------------------------------------|------|------|------|------|------|------|------|------|--------|-------|
| Bottom sediment in LA                                                   | 2500 | 24,0 | 11,3 | 0,2  | 8,5  | 4,6  | 5,6  | 36,5 | 5131   | 70,2  |
| Bottom sediment in MA                                                   | 1100 | 29,5 | 19,4 | 0,2  | 15,9 | 8,2  | 9,4  | 73,6 | 6741   | 62,7  |
| Bottom sediment in UA                                                   | 1000 | 19,2 | 7,4  | 0,2  | 4,4  | 4,0  | 4,3  | 21,2 | 3504   | 49,2  |
| Underground separators in hybrid systems                                | 7233 | 435  | 93,4 | 0,89 | 107  | 37,8 | 32,8 | 805  | 19,901 | 321   |
| Sedimentation zones in hybrid systems                                   | 7200 | 520  | 79,5 | 1,52 | 105,8| 35,2 | 32,4 | 454  | 23,375 | 341   |
| Sedimentation zones in SSBS                                             | 1200 | 27,7 | 17,4 | 0,2  | 10,8 | 4,3  | 5,6  | 50,5 | 3245   | 74,6  |
| Vegetation in SSBS, hybrid systems and shoreline zones                  | 9218 | 1553 | n.a. | n.a. | n.a. | n.a. | n.a. | n.a. | n.a.   | n.a.  |
| *Hydrodictyon reticulatum*                                              | 18,517 | 1183 | n.a. | n.a. | n.a. | n.a. | n.a. | n.a. | n.a.   | n.a.  |",MA,,,lake,tn,1100,68.28685760498047,2.751993417739868,mg/L,mis-interpretation
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,484,"## Table 5 Effectiveness of nutrient reduction by sediment removal from the reservoirs, in comparison to the other restoration actions.

| Parameter                                                                 | TN   | TP   | Pb   | Cd   | Cu   | Cr   | Ni   | Zn   | Fe     | Mn    |
|--------------------------------------------------------------------------|------|------|------|------|------|------|------|------|--------|-------|
| Bottom sediment in LA                                                   | 2500 | 24,0 | 11,3 | 0,2  | 8,5  | 4,6  | 5,6  | 36,5 | 5131   | 70,2  |
| Bottom sediment in MA                                                   | 1100 | 29,5 | 19,4 | 0,2  | 15,9 | 8,2  | 9,4  | 73,6 | 6741   | 62,7  |
| Bottom sediment in UA                                                   | 1000 | 19,2 | 7,4  | 0,2  | 4,4  | 4,0  | 4,3  | 21,2 | 3504   | 49,2  |
| Underground separators in hybrid systems                                | 7233 | 435  | 93,4 | 0,89 | 107  | 37,8 | 32,8 | 805  | 19,901 | 321   |
| Sedimentation zones in hybrid systems                                   | 7200 | 520  | 79,5 | 1,52 | 105,8| 35,2 | 32,4 | 454  | 23,375 | 341   |
| Sedimentation zones in SSBS                                             | 1200 | 27,7 | 17,4 | 0,2  | 10,8 | 4,3  | 5,6  | 50,5 | 3245   | 74,6  |
| Vegetation in SSBS, hybrid systems and shoreline zones                  | 9218 | 1553 | n.a. | n.a. | n.a. | n.a. | n.a. | n.a. | n.a.   | n.a.  |
| *Hydrodictyon reticulatum*                                              | 18,517 | 1183 | n.a. | n.a. | n.a. | n.a. | n.a. | n.a. | n.a.   | n.a.  |",UA,,,lake,tn,1000,68.16909790039062,2.762664318084717,mg/L,mis-interpretation
comprehensive approach to restoring urban recreational reservoirs. part 1-reduction of nutrient loading through low-cost and highly effective ecohydrological measures,jurczak; tomasz; wagner; iwona; wojtal-frankiewicz; adrianna; frankiewicz; piotr; bednarek; agnieszka; lapinska; malgorzata; kaczkowski; zbigniew; zalewski; maciej,2019,484,"## Table 5 Effectiveness of nutrient reduction by sediment removal from the reservoirs, in comparison to the other restoration actions.

| Parameter                                                                 | TN   | TP   | Pb   | Cd   | Cu   | Cr   | Ni   | Zn   | Fe     | Mn    |
|--------------------------------------------------------------------------|------|------|------|------|------|------|------|------|--------|-------|
| Bottom sediment in LA                                                   | 2500 | 24,0 | 11,3 | 0,2  | 8,5  | 4,6  | 5,6  | 36,5 | 5131   | 70,2  |
| Bottom sediment in MA                                                   | 1100 | 29,5 | 19,4 | 0,2  | 15,9 | 8,2  | 9,4  | 73,6 | 6741   | 62,7  |
| Bottom sediment in UA                                                   | 1000 | 19,2 | 7,4  | 0,2  | 4,4  | 4,0  | 4,3  | 21,2 | 3504   | 49,2  |
| Underground separators in hybrid systems                                | 7233 | 435  | 93,4 | 0,89 | 107  | 37,8 | 32,8 | 805  | 19,901 | 321   |
| Sedimentation zones in hybrid systems                                   | 7200 | 520  | 79,5 | 1,52 | 105,8| 35,2 | 32,4 | 454  | 23,375 | 341   |
| Sedimentation zones in SSBS                                             | 1200 | 27,7 | 17,4 | 0,2  | 10,8 | 4,3  | 5,6  | 50,5 | 3245   | 74,6  |
| Vegetation in SSBS, hybrid systems and shoreline zones                  | 9218 | 1553 | n.a. | n.a. | n.a. | n.a. | n.a. | n.a. | n.a.   | n.a.  |
| *Hydrodictyon reticulatum*                                              | 18,517 | 1183 | n.a. | n.a. | n.a. | n.a. | n.a. | n.a. | n.a.   | n.a.  |",SSBS,,,wetland,tn,1200,71.11016845703125,2.738896608352661,mg/L,mis-interpretation
